c
c
c
c
c
60 3600
38 48 3
38 49 21
38 50 83
38 51 82
38 52 46
38 53 38
38 54 62
38 55 50
38 56 81
38 57 20
38 58 21
38 59 45
39 0 65
39 1 25
39 2 42
39 3 14
39 4 8
39 5 98
39 6 96
39 7 67
39 8 10
39 9 62
39 10 56
39 11 64
39 12 36
39 13 70
39 14 92
39 15 42
39 16 18
39 17 41
39 18 27
39 19 72
39 20 32
39 21 93
39 22 76
39 23 58
39 24 24
39 25 17
39 26 36
39 27 82
39 28 53
39 29 70
39 30 68
39 31 40
39 32 53
39 33 80
39 34 70
39 35 25
39 36 61
39 37 90
39 38 8
39 39 0
39 40 65
39 41 43
39 42 39
39 43 5
39 44 99
39 45 79
39 46 80
39 47 69
39 48 96
39 49 27
39 50 59
39 51 87
39 52 83
39 53 60
39 54 48
39 55 33
39 56 4
39 57 93
39 58 84
39 59 26
40 0 10
40 1 26
40 2 65
40 3 72
40 4 53
40 5 31
40 6 54
40 7 32
40 8 2
40 9 29
40 10 45
40 11 8
40 12 85
40 13 33
40 14 83
40 15 93
40 16 47
40 17 30
40 18 76
40 19 25
40 20 60
40 21 96
40 22 29
40 23 80
40 24 83
40 25 80
40 26 87
40 27 77
40 28 81
40 29 47
40 30 58
40 31 82
40 32 2
40 33 98
40 34 59
40 35 27
40 36 16
40 37 69
40 38 24
40 39 96
40 40 0
40 41 6
40 42 54
40 43 68
40 44 65
40 45 1
40 46 20
40 47 13
40 48 22
40 49 77
40 50 57
40 51 55
40 52 55
40 53 51
40 54 8
40 55 73
40 56 87
40 57 60
40 58 32
40 59 61
41 0 95
41 1 70
41 2 90
41 3 53
41 4 57
41 5 96
41 6 28
41 7 81
41 8 76
41 9 79
41 10 91
41 11 97
41 12 68
41 13 72
41 14 45
41 15 45
41 16 8
41 17 74
41 18 74
41 19 39
41 20 91
41 21 77
41 22 70
41 23 56
41 24 41
41 25 34
41 26 71
41 27 25
41 28 35
41 29 55
41 30 46
41 31 18
41 32 16
41 33 21
41 34 88
41 35 34
41 36 15
41 37 64
41 38 88
41 39 13
41 40 1
41 41 0
41 42 5
41 43 58
41 44 9
41 45 66
41 46 53
41 47 41
41 48 66
41 49 98
41 50 87
41 51 65
41 52 51
41 53 37
41 54 78
41 55 5
41 56 98
41 57 41
41 58 17
41 59 84
42 0 46
42 1 24
42 2 60
42 3 46
42 4 90
42 5 28
42 6 6
42 7 41
42 8 53
42 9 46
42 10 14
42 11 83
42 12 64
42 13 53
42 14 46
42 15 63
42 16 79
42 17 10
42 18 70
42 19 51
42 20 27
42 21 20
42 22 38
42 23 28
42 24 19
42 25 2
42 26 14
42 27 98
42 28 35
42 29 67
42 30 37
42 31 14
42 32 96
42 33 81
42 34 20
42 35 4
42 36 39
42 37 32
42 38 89
42 39 96
42 40 86
42 41 75
42 42 0
42 43 20
42 44 35
42 45 43
42 46 66
42 47 17
42 48 26
42 49 98
42 50 98
42 51 35
42 52 66
42 53 8
42 54 54
42 55 11
42 56 5
42 57 16
42 58 54
42 59 26
43 0 87
43 1 64
43 2 86
43 3 64
43 4 10
43 5 94
43 6 31
43 7 2
43 8 70
43 9 75
43 10 94
43 11 27
43 12 61
43 13 13
43 14 63
43 15 63
43 16 49
43 17 10
43 18 53
43 19 90
43 20 1
43 21 85
43 22 54
43 23 61
43 24 86
43 25 71
43 26 19
43 27 33
43 28 99
43 29 7
43 30 4
43 31 81
43 32 19
43 33 83
43 34 4
43 35 25
43 36 38
43 37 59
43 38 17
43 39 39
43 40 64
43 41 77
43 42 3
43 43 0
43 44 51
43 45 58
43 46 10
43 47 40
43 48 13
43 49 23
43 50 97
43 51 36
43 52 7
43 53 91
43 54 45
43 55 28
43 56 89
43 57 79
43 58 85
43 59 37
44 0 58
44 1 33
44 2 2
44 3 67
44 4 64
44 5 33
44 6 16
44 7 2
44 8 41
44 9 23
44 10 92
44 11 67
44 12 81
44 13 23
44 14 69
44 15 47
44 16 97
44 17 69
44 18 38
44 19 81
44 20 13
44 21 70
44 22 42
44 23 98
44 24 74
44 25 26
44 26 43
44 27 82
44 28 5
44 29 16
44 30 54
44 31 7
44 32 3
44 33 96
44 34 82
44 35 93
44 36 76
44 37 91
44 38 91
44 39 95
44 40 36
44 41 45
44 42 51
44 43 34
44 44 0
44 45 71
44 46 70
44 47 75
44 48 98
44 49 33
44 50 62
44 51 82
44 52 56
44 53 26
44 54 58
44 55 38
44 56 52
44 57 26
44 58 21
44 59 39
45 0 4
45 1 90
45 2 78
45 3 70
45 4 87
45 5 23
45 6 77
45 7 96
45 8 92
45 9 64
45 10 58
45 11 44
45 12 34
45 13 49
45 14 72
45 15 62
45 16 35
45 17 18
45 18 95
45 19 58
45 20 94
45 21 44
45 22 78
45 23 4
45 24 43
45 25 43
45 26 45
45 27 89
45 28 54
45 29 59
45 30 55
45 31 79
45 32 60
45 33 51
45 34 41
45 35 27
45 36 48
45 37 8
45 38 35
45 39 29
45 40 65
45 41 38
45 42 20
45 43 63
45 44 40
45 45 0
45 46 79
45 47 94
45 48 54
45 49 71
45 50 53
45 51 43
45 52 50
45 53 50
45 54 76
45 55 43
45 56 82
45 57 25
45 58 81
45 59 63
46 0 87
46 1 93
46 2 85
46 3 60
46 4 63
46 5 51
46 6 45
46 7 71
46 8 70
46 9 75
46 10 75
46 11 77
46 12 39
46 13 64
46 14 63
46 15 2
46 16 16
46 17 32
46 18 6
46 19 2
46 20 17
46 21 48
46 22 85
46 23 22
46 24 37
46 25 9
46 26 90
46 27 36
46 28 88
46 29 4
46 30 50
46 31 70
46 32 23
46 33 2
46 34 76
46 35 28
46 36 11
46 37 17
46 38 75
46 39 5
46 40 27
46 41 25
46 42 12
46 43 60
46 44 65
46 45 67
46 46 0
46 47 77
46 48 39
46 49 99
46 50 9
46 51 40
46 52 40
46 53 47
46 54 19
46 55 19
46 56 33
46 57 40
46 58 14
46 59 81
47 0 8
47 1 22
47 2 95
47 3 76
47 4 1
47 5 32
47 6 99
47 7 9
47 8 25
47 9 5
47 10 17
47 11 83
47 12 92
47 13 29
47 14 23
47 15 34
47 16 85
47 17 56
47 18 17
47 19 54
47 20 96
47 21 86
47 22 32
47 23 19
47 24 9
47 25 77
47 26 39
47 27 19
47 28 68
47 29 42
47 30 22
47 31 36
47 32 33
47 33 29
47 34 12
47 35 3
47 36 12
47 37 40
47 38 92
47 39 5
47 40 16
47 41 80
47 42 90
47 43 78
47 44 71
47 45 89
47 46 97
47 47 0
47 48 20
47 49 17
47 50 82
47 51 29
47 52 76
47 53 83
47 54 48
47 55 34
47 56 45
47 57 29
47 58 11
47 59 78
48 0 66
48 1 58
48 2 9
48 3 95
48 4 52
48 5 49
48 6 54
48 7 89
48 8 17
48 9 44
48 10 84
48 11 5
48 12 53
48 13 88
48 14 59
48 15 24
48 16 92
48 17 2
48 18 41
48 19 52
48 20 61
48 21 22
48 22 87
48 23 12
48 24 29
48 25 44
48 26 35
48 27 40
48 28 49
48 29 7
48 30 41
48 31 13
48 32 21
48 33 45
48 34 75
48 35 93
48 36 55
48 37 23
48 38 79
48 39 44
48 40 31
48 41 93
48 42 59
48 43 62
48 44 35
48 45 77
48 46 48
48 47 67
48 48 0
48 49 38
48 50 58
48 51 41
48 52 53
48 53 25
48 54 36
48 55 72
48 56 66
48 57 88
48 58 47
48 59 87
49 0 97
49 1 22
49 2 1
49 3 95
49 4 95
49 5 45
49 6 23
49 7 20
49 8 68
49 9 56
49 10 22
49 11 10
49 12 99
49 13 92
49 14 11
49 15 26
49 16 63
49 17 40
49 18 57
49 19 9
49 20 94
49 21 98
49 22 78
49 23 31
49 24 69
49 25 90
49 26 45
49 27 64
49 28 45
49 29 36
49 30 45
49 31 58
49 32 85
49 33 40
49 34 38
49 35 46
49 36 26
49 37 65
49 38 26
49 39 30
49 40 58
49 41 21
49 42 35
49 43 88
49 44 73
49 45 58
49 46 27
49 47 26
49 48 92
49 49 0
49 50 31
49 51 45
49 52 85
49 53 20
49 54 42
49 55 53
49 56 16
49 57 98
49 58 39
49 59 86
50 0 13
50 1 6
50 2 36
50 3 60
50 4 19
50 5 60
50 6 83
50 7 37
50 8 98
50 9 65
50 10 17
50 11 47
50 12 9
50 13 4
50 14 81
50 15 43
50 16 82
50 17 10
50 18 16
50 19 94
50 20 47
50 21 16
50 22 2
50 23 69
50 24 4
50 25 58
50 26 56
50 27 17
50 28 65
50 29 93
50 30 99
50 31 13
50 32 12
50 33 9
50 34 8
50 35 99
50 36 41
50 37 34
50 38 81
50 39 17
50 40 89
50 41 30
50 42 18
50 43 84
50 44 73
50 45 55
50 46 63
50 47 3
50 48 73
50 49 36
50 50 0
50 51 81
50 52 76
50 53 35
50 54 30
50 55 71
50 56 75
50 57 30
50 58 56
50 59 91
51 0 39
51 1 46
51 2 72
51 3 7
51 4 37
51 5 57
51 6 14
51 7 26
51 8 20
51 9 71
51 10 73
51 11 10
51 12 12
51 13 52
51 14 50
51 15 4
51 16 78
51 17 6
51 18 68
51 19 91
51 20 4
51 21 16
51 22 46
51 23 87
51 24 88
51 25 56
51 26 85
51 27 52
51 28 60
51 29 28
51 30 61
51 31 90
51 32 59
51 33 40
51 34 10
51 35 95
51 36 62
51 37 7
51 38 78
51 39 85
51 40 62
51 41 57
51 42 76
51 43 50
51 44 72
51 45 22
51 46 42
51 47 77
51 48 85
51 49 71
51 50 4
51 51 0
51 52 93
51 53 82
51 54 44
51 55 6
51 56 26
51 57 29
51 58 94
51 59 13
52 0 14
52 1 74
52 2 97
52 3 11
52 4 12
52 5 93
52 6 89
52 7 60
52 8 88
52 9 27
52 10 17
52 11 56
52 12 85
52 13 83
52 14 88
52 15 36
52 16 60
52 17 61
52 18 7
52 19 5
52 20 93
52 21 5
52 22 34
52 23 39
52 24 58
52 25 17
52 26 38
52 27 63
52 28 3
52 29 12
52 30 70
52 31 40
52 32 45
52 33 93
52 34 53
52 35 91
52 36 52
52 37 75
52 38 16
52 39 85
52 40 84
52 41 93
52 42 60
52 43 56
52 44 22
52 45 43
52 46 40
52 47 49
52 48 18
52 49 37
52 50 25
52 51 3
52 52 0
52 53 79
52 54 82
52 55 30
52 56 54
52 57 58
52 58 32
52 59 50
53 0 12
53 1 18
53 2 50
53 3 97
53 4 97
53 5 15
53 6 94
53 7 17
53 8 37
53 9 25
53 10 77
53 11 36
53 12 53
53 13 72
53 14 47
53 15 50
53 16 74
53 17 10
53 18 20
53 19 29
53 20 49
53 21 56
53 22 44
53 23 86
53 24 46
53 25 86
53 26 92
53 27 54
53 28 55
53 29 61
53 30 84
53 31 23
53 32 90
53 33 15
53 34 83
53 35 45
53 36 8
53 37 3
53 38 69
53 39 38
53 40 41
53 41 20
53 42 30
53 43 23
53 44 41
53 45 3
53 46 47
53 47 9
53 48 59
53 49 55
53 50 24
53 51 9
53 52 58
53 53 0
53 54 38
53 55 78
53 56 94
53 57 11
53 58 1
53 59 89
54 0 14
54 1 44
54 2 70
54 3 97
54 4 45
54 5 97
54 6 89
54 7 62
54 8 60
54 9 17
54 10 96
54 11 52
54 12 19
54 13 58
54 14 57
54 15 32
54 16 24
54 17 17
54 18 90
54 19 33
54 20 23
54 21 31
54 22 72
54 23 88
54 24 24
54 25 11
54 26 75
54 27 21
54 28 69
54 29 14
54 30 25
54 31 63
54 32 52
54 33 16
54 34 63
54 35 54
54 36 94
54 37 79
54 38 11
54 39 83
54 40 90
54 41 98
54 42 56
54 43 55
54 44 25
54 45 81
54 46 2
54 47 12
54 48 68
54 49 87
54 50 50
54 51 5
54 52 14
54 53 53
54 54 0
54 55 59
54 56 96
54 57 79
54 58 88
54 59 46
55 0 41
55 1 64
55 2 36
55 3 9
55 4 83
55 5 28
55 6 91
55 7 46
55 8 42
55 9 85
55 10 19
55 11 59
55 12 15
55 13 68
55 14 12
55 15 75
55 16 82
55 17 58
55 18 86
55 19 60
55 20 48
55 21 22
55 22 11
55 23 41
55 24 54
55 25 75
55 26 40
55 27 37
55 28 49
55 29 58
55 30 3
55 31 85
55 32 24
55 33 30
55 34 15
55 35 10
55 36 5
55 37 38
55 38 4
55 39 51
55 40 34
55 41 27
55 42 54
55 43 89
55 44 89
55 45 79
55 46 20
55 47 27
55 48 90
55 49 79
55 50 58
55 51 34
55 52 23
55 53 14
55 54 85
55 55 0
55 56 38
55 57 24
55 58 81
55 59 41
56 0 18
56 1 3
56 2 63
56 3 27
56 4 67
56 5 35
56 6 93
56 7 3
56 8 2
56 9 13
56 10 88
56 11 96
56 12 98
56 13 31
56 14 70
56 15 92
56 16 45
56 17 89
56 18 97
56 19 9
56 20 81
56 21 55
56 22 41
56 23 79
56 24 15
56 25 64
56 26 48
56 27 39
56 28 85
56 29 62
56 30 30
56 31 88
56 32 15
56 33 1
56 34 74
56 35 74
56 36 52
56 37 12
56 38 12
56 39 20
56 40 60
56 41 24
56 42 5
56 43 49
56 44 56
56 45 70
56 46 62
56 47 91
56 48 73
56 49 38
56 50 85
56 51 2
56 52 40
56 53 24
56 54 66
56 55 18
56 56 0
56 57 92
56 58 74
56 59 57
57 0 18
57 1 33
57 2 24
57 3 83
57 4 29
57 5 21
57 6 12
57 7 89
57 8 54
57 9 15
57 10 40
57 11 84
57 12 75
57 13 84
57 14 88
57 15 34
57 16 32
57 17 93
57 18 93
57 19 55
57 20 31
57 21 32
57 22 58
57 23 91
57 24 41
57 25 79
57 26 30
57 27 67
57 28 77
57 29 15
57 30 78
57 31 42
57 32 83
57 33 79
57 34 32
57 35 54
57 36 26
57 37 55
57 38 16
57 39 2
57 40 77
57 41 43
57 42 43
57 43 61
57 44 74
57 45 2
57 46 99
57 47 48
57 48 81
57 49 12
57 50 29
57 51 55
57 52 3
57 53 6
57 54 69
57 55 98
57 56 2
57 57 0
57 58 25
57 59 89
58 0 71
58 1 78
58 2 25
58 3 47
58 4 36
58 5 47
58 6 52
58 7 3
58 8 87
58 9 84
58 10 77
58 11 71
58 12 83
58 13 5
58 14 97
58 15 27
58 16 66
58 17 28
58 18 46
58 19 95
58 20 25
58 21 87
58 22 28
58 23 5
58 24 57
58 25 42
58 26 76
58 27 24
58 28 82
58 29 16
58 30 88
58 31 8
58 32 44
58 33 36
58 34 49
58 35 78
58 36 13
58 37 48
58 38 17
58 39 9
58 40 76
58 41 30
58 42 58
58 43 66
58 44 62
58 45 6
58 46 21
58 47 56
58 48 84
58 49 10
58 50 64
58 51 59
58 52 50
58 53 59
58 54 20
58 55 68
58 56 49
58 57 17
58 58 0
58 59 63
59 0 83
59 1 66
59 2 60
59 3 71
59 4 80
59 5 62
59 6 73
59 7 26
59 8 53
59 9 17
59 10 8
59 11 61
59 12 7
59 13 41
59 14 83
59 15 54
59 16 30
59 17 67
59 18 90
59 19 37
59 20 46
59 21 12
59 22 29
59 23 39
59 24 37
59 25 88
59 26 28
59 27 36
59 28 91
59 29 77
59 30 62
59 31 54
59 32 3
59 33 63
59 34 31
59 35 38
59 36 11
59 37 67
59 38 6
59 39 82
59 40 85
59 41 22
59 42 73
59 43 81
59 44 66
59 45 99
59 46 27
59 47 41
59 48 1
59 49 36
59 50 38
59 51 58
59 52 40
59 53 2
59 54 22
59 55 90
59 56 99
59 57 5
59 58 78
59 59 0
